pokedex,branch_code,original_name,name,type_1,type_2,ability_1,ability_2,ability_hidden,mega_evolution_flag,region_form,hp,attack,defense,sp_attack,sp_defense,speed,total
920,920_0,lokix,lokix,bug,dark,swarm,,tinted lens,,,71,102,78,52,55,92,450
921,921_0,pawmi,pawmi,electric,,static,natural cure,iron fist,,,45,50,20,40,25,60,240
922,922_0,pawmo,pawmo,electric,fighting,volt absorb,natural cure,iron fist,,,60,75,40,50,40,85,350
923,923_0,pawmot,pawmot,electric,fighting,volt absorb,natural cure,iron fist,,,70,115,70,70,60,105,490
924,924_0,tandemaus,tandemaus,normal,,run away,pickup,own tempo,,,50,50,45,40,45,75,305
925,925_0,maushold,maushold,normal,,friend guard,cheek pouch,technician,,,74,75,70,65,75,111,470
926,926_0,fidough,fidough,fairy,,own tempo,,klutz,,,37,55,70,30,55,65,312
927,927_0,dachsbun,dachsbun,fairy,,well-baked body,,aroma veil,,,57,80,115,50,80,95,477
928,928_0,smoliv,smoliv,grass,normal,early bird,,harvest,,,41,35,45,58,51,30,260
929,929_0,dolliv,dolliv,grass,normal,early bird,,harvest,,,52,53,60,78,78,33,354
930,930_0,arboliva,arboliva,grass,normal,seed sower,,harvest,,,78,69,90,125,109,39,510
931,931_0,squawkabilly,squawkabilly,normal,flying,intimidate,guts,sheer force,,,82,96,51,45,51,92,417
932,932_0,nacli,nacli,rock,,purifying salt,sturdy,clear body,,,55,55,75,35,35,25,280
933,933_0,naclstack,naclstack,rock,,purifying salt,sturdy,clear body,,,60,60,100,35,65,35,355
934,934_0,garganacl,garganacl,rock,,purifying salt,sturdy,clear body,,,100,100,130,45,90,35,500
935,935_0,charcadet,charcadet,fire,,flash fire,,flame body,,,40,50,40,50,40,35,255
936,936_0,armarouge,armarouge,fire,psychic,flash fire,,weak armor,,,85,60,100,125,80,75,525
937,937_0,ceruledge,ceruledge,fire,ghost,flash fire,,weak armor,,,75,125,80,60,100,85,525
938,938_0,tadbulb,tadbulb,electric,,own tempo,static,damp,,,61,31,41,59,35,45,272
939,939_0,bellibolt,bellibolt,electric,,electromorphosis,static,damp,,,109,64,91,103,83,45,495
940,940_0,wattrel,wattrel,electric,flying,wind power,volt absorb,competitive,,,40,40,35,55,40,70,280
941,941_0,kilowattrel,kilowattrel,electric,flying,wind power,volt absorb,competitive,,,70,70,60,105,60,125,490
942,942_0,maschiff,maschiff,dark,,intimidate,run away,stakeout,,,60,78,60,40,51,51,340
943,943_0,mabosstiff,mabosstiff,dark,,intimidate,guard dog,stakeout,,,80,120,90,60,70,85,505
944,944_0,shroodle,shroodle,poison,normal,unburden,pickpocket,prankster,,,40,65,35,40,35,75,290
945,945_0,grafaiai,grafaiai,poison,normal,unburden,poison touch,prankster,,,63,95,65,80,72,110,485
946,946_0,bramblin,bramblin,grass,ghost,wind rider,,infiltrator,,,40,65,30,45,35,60,275
947,947_0,brambleghast,brambleghast,grass,ghost,wind rider,,infiltrator,,,55,115,70,80,70,90,480
948,948_0,toedscool,toedscool,ground,grass,mycelium might,,,,,40,40,35,50,100,70,335
949,949_0,toedscruel,toedscruel,ground,grass,mycelium might,,,,,80,70,65,80,120,100,515
950,950_0,klawf,klawf,rock,,anger shell,shell armor,regenerator,,,70,100,115,35,55,75,450
951,951_0,capsakid,capsakid,grass,,chlorophyll,insomnia,klutz,,,50,62,40,62,40,50,304
952,952_0,scovillain,scovillain,grass,fire,chlorophyll,insomnia,moody,,,65,108,65,108,65,75,486
953,953_0,rellor,rellor,bug,,compound eyes,,shed skin,,,41,50,60,31,58,30,270
954,954_0,rabsca,rabsca,bug,psychic,synchronize,,telepathy,,,75,50,85,115,100,45,470
955,955_0,flittle,flittle,psychic,,anticipation,frisk,speed boost,,,30,35,30,55,30,75,255
956,956_0,espathra,espathra,psychic,,opportunist,frisk,speed boost,,,95,60,60,101,60,105,481
957,957_0,tinkatink,tinkatink,fairy,steel,mold breaker,own tempo,pickpocket,,,50,45,45,35,64,58,297
958,958_0,tinkatuff,tinkatuff,fairy,steel,mold breaker,own tempo,pickpocket,,,65,55,55,45,82,78,380
959,959_0,tinkaton,tinkaton,fairy,steel,mold breaker,own tempo,pickpocket,,,85,75,77,70,105,94,506
960,960_0,wiglett,wiglett,water,,gooey,rattled,sand veil,,,10,55,25,35,25,95,245
961,961_0,wugtrio,wugtrio,water,,gooey,rattled,sand veil,,,35,100,50,50,70,120,425
962,962_0,bombirdier,bombirdier,flying,dark,big pecks,keen eye,rocky payload,,,70,103,85,60,85,82,485
963,963_0,finizen,finizen,water,,water veil,,,,,70,45,40,45,40,75,315
964,964_0,palafin,palafin,water,,zero to hero,,,,,100,70,72,53,62,100,457
965,965_0,varoom,varoom,steel,poison,overcoat,,slow start,,,45,70,63,30,45,47,300
966,966_0,revavroom,revavroom,steel,poison,overcoat,,filter,,,80,119,90,54,67,90,500
967,967_0,cyclizar,cyclizar,dragon,normal,shed skin,,regenerator,,,70,95,65,85,65,121,501
968,968_0,orthworm,orthworm,steel,,earth eater,,sand veil,,,70,85,145,60,55,65,480
969,969_0,glimmet,glimmet,rock,poison,toxic debris,,corrosion,,,48,35,42,105,60,60,350
970,970_0,glimmora,glimmora,rock,poison,toxic debris,,corrosion,,,83,55,90,130,81,86,525
971,971_0,greavard,greavard,ghost,,pickup,,fluffy,,,50,61,60,30,55,34,290
972,972_0,houndstone,houndstone,ghost,,sand rush,,fluffy,,,72,101,100,50,97,68,488
973,973_0,flamigo,flamigo,flying,fighting,scrappy,tangled feet,costar,,,82,115,74,75,64,90,500
974,974_0,cetoddle,cetoddle,ice,,thick fat,snow cloak,sheer force,,,108,68,45,30,40,43,334
975,975_0,cetitan,cetitan,ice,,thick fat,slush rush,sheer force,,,170,113,65,45,55,73,521
976,976_0,veluza,veluza,water,psychic,mold breaker,,sharpness,,,90,102,73,78,65,70,478
977,977_0,dondozo,dondozo,water,,unaware,oblivious,water veil,,,150,100,115,65,65,35,530
978,978_0,tatsugiri,tatsugiri,dragon,water,commander,,storm drain,,,68,50,60,120,95,82,475
979,979_0,annihilape,annihilape,fighting,ghost,vital spirit,inner focus,defiant,,,110,115,80,50,90,90,535
980,980_0,clodsire,clodsire,poison,ground,poison point,water absorb,unaware,,,130,75,60,45,100,20,430
981,981_0,farigiraf,farigiraf,normal,psychic,cud chew,armor tail,sap sipper,,,120,90,70,110,70,60,520
982,982_0,dudunsparce,dudunsparce,normal,,serene grace,run away,rattled,,,125,100,80,85,75,55,520
983,983_0,kingambit,kingambit,dark,steel,defiant,supreme overlord,pressure,,,100,135,120,60,85,50,550
984,984_0,great tusk,greattusk,ground,fighting,protosynthesis,,,,,115,131,131,53,53,87,570
985,985_0,scream tail,screamtail,fairy,psychic,protosynthesis,,,,,115,65,99,65,115,111,570
986,986_0,brute bonnet,brutebonnet,grass,dark,protosynthesis,,,,,111,127,99,79,99,55,570
987,987_0,flutter mane,fluttermane,ghost,fairy,protosynthesis,,,,,55,55,55,135,135,135,570
988,988_0,slither wing,slitherwing,bug,fighting,protosynthesis,,,,,85,135,79,85,105,81,570
989,989_0,sandy shocks,sandyshocks,electric,ground,protosynthesis,,,,,85,81,97,121,85,101,570
990,990_0,iron treads,irontreads,ground,steel,quark drive,,,,,90,112,120,72,70,106,570
991,991_0,iron bundle,ironbundle,ice,water,quark drive,,,,,56,80,114,124,60,136,570
992,992_0,iron hands,ironhands,fighting,electric,quark drive,,,,,154,140,108,50,68,50,570
993,993_0,iron jugulis,ironjugulis,dark,flying,quark drive,,,,,94,80,86,122,80,108,570
994,994_0,iron moth,ironmoth,fire,poison,quark drive,,,,,80,70,60,140,110,110,570
995,995_0,iron thorns,ironthorns,rock,electric,quark drive,,,,,100,134,110,70,84,72,570
996,996_0,frigibax,frigibax,dragon,ice,thermal exchange,,ice body,,,65,75,45,35,45,55,320
997,997_0,arctibax,arctibax,dragon,ice,thermal exchange,,ice body,,,90,95,66,45,65,62,423
998,998_0,baxcalibur,baxcalibur,dragon,ice,thermal exchange,,ice body,,,115,145,92,75,86,87,600
999,999_0,gimmighoul,gimmighoul,ghost,,rattled,,,,,45,30,70,75,70,10,300
999,999_1,gimmighoul,gimmighoul-roaming,ghost,,run away,,,,,45,30,25,75,45,80,300
1000,1000_0,gholdengo,gholdengo,steel,ghost,good as gold,,,,,87,60,95,133,91,84,550
1001,1001_0,wo-chien,wo-chien,dark,grass,tablets of ruin,,,,,85,85,100,95,135,70,570
1002,1002_0,chien-pao,chien-pao,dark,ice,sword of ruin,,,,,80,120,80,90,65,135,570
1003,1003_0,ting-lu,ting-lu,dark,ground,vessel of ruin,,,,,155,110,125,55,80,45,570
1004,1004_0,chi-yu,chi-yu,dark,fire,beads of ruin,,,,,55,80,80,135,120,100,570
1005,1005_0,roaring moon,roaringmoon,dragon,dark,protosynthesis,,,,,105,139,71,55,101,119,590
1006,1006_0,iron valiant,ironvaliant,fairy,fighting,quark drive,,,,,74,130,90,120,60,116,590
1007,1007_0,koraidon,koraidon,fighting,dragon,orichalcum pulse,,,,,100,135,115,85,100,135,670
1008,1008_0,miraidon,miraidon,electric,dragon,hadron engine,,,,,100,85,100,135,115,135,670
1009,1009_0,walking wake,walkingwake,water,dragon,protosynthesis,,,,,99,83,91,125,83,109,590
1010,1010_0,iron leaves,ironleaves,grass,psychic,quark drive,,,,,90,130,88,70,108,104,590
